OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost
SO - 0002458,7/25/2015,22,Wholesale,USD,NXH382,703,19,6,"2,452.20","14,713.20","1,422.28"
SO - 0002975,7/25/2015,79,Wholesale,USD,AXW291,991,1,7,"2,324.90","16,274.30","1,371.69"
SO - 0004773,7/25/2015,170,Distributor,USD,AXW291,672,1,8,"1,862.60","14,900.80","1,229.32"
SO - 0006500,7/25/2015,61,Distributor,USD,NXH382,932,28,8,"3,591.20","28,729.60","2,082.90"
SO - 000590,7/25/2015,41,Export,USD,NXH382,437,14,7,"2,458.90","17,212.30","1,647.46"
SO - 0001844,7/25/2015,66,Distributor,USD,GUT930,504,19,7,871.00,"6,097.00",661.96
SO - 0004641,7/25/2015,92,Wholesale,USD,GUT930,268,13,10,"1,051.90","10,519.00",662.70
SO - 0005412,7/25/2015,101,Export,USD,AXW291,30,16,7,757.10,"5,299.70",499.69
SO - 0006980,7/25/2015,106,Wholesale,USD,GUT930,784,18,9,"6,016.60","54,149.40","3,429.46"
SO - 0010630,7/25/2015,25,Wholesale,USD,AXW291,825,12,8,"1,051.90","8,415.20",557.51
SO - 0009339,7/25/2015,144,Export,USD,GUT930,444,11,6,"3,845.80","23,074.80","2,961.27"
SO - 0005993,7/25/2015,55,Distributor,USD,GUT930,312,15,5,"1,896.10","9,480.50",948.05
SO - 0006336,7/25/2015,103,Wholesale,USD,AXW291,737,13,7,"2,934.60","20,542.20","2,230.30"
SO - 0006625,7/25/2015,111,Distributor,USD,NXH382,807,21,7,"1,139.00","7,973.00",877.03
SO - 0009401,7/25/2015,30,Wholesale,USD,AXW291,224,8,6,"3,705.10","22,230.60","2,260.11"
SO - 0010749,7/25/2015,128,Wholesale,USD,NXH382,46,13,6,167.50,"1,005.00",125.63
SO - 0010730,7/25/2015,10,Wholesale,USD,NXH382,581,25,10,"2,217.70","22,177.00","1,153.20"
SO - 000856,7/25/2015,46,Wholesale,USD,AXW291,407,4,10,"5,855.80","58,558.00","4,567.52"
SO - 0002623,7/25/2015,94,Export,USD,AXW291,303,14,9,"1,869.30","16,823.70","1,177.66"
SO - 0003608,7/25/2015,107,Distributor,USD,AXW291,443,26,9,"6,398.50","57,586.50","5,118.80"
SO - 0003898,7/25/2015,117,Wholesale,USD,GUT930,725,20,12,"3,825.70","45,908.40","1,912.85"
SO - 0006336,7/25/2015,103,Wholesale,USD,AXW291,197,13,7,"2,934.60","20,542.20","2,230.30"
SO - 0006339,7/25/2015,156,Distributor,USD,AXW291,513,12,10,"2,881.00","28,810.00","2,362.42"
SO - 0008421,7/25/2015,121,Distributor,USD,NXH382,324,15,10,"2,244.50","22,445.00","1,167.14"
SO - 0008673,7/25/2015,61,Wholesale,USD,NXH382,788,25,9,830.80,"7,477.20",689.56
SO - 0009530,7/25/2015,134,Wholesale,USD,FLR025,142,26,6,"5,038.40","30,230.40","3,375.73"
SO - 0010182,7/25/2015,79,Wholesale,USD,GUT930,526,13,9,"3,926.20","35,335.80","1,688.27"
SO - 000573,7/26/2015,120,Wholesale,USD,AXW291,988,25,9,864.30,"7,778.70",380.29
SO - 0001268,7/26/2015,88,Export,USD,AXW291,917,2,12,234.50,"2,814.00",178.22
SO - 0001555,7/26/2015,58,Wholesale,USD,AXW291,608,5,8,871.00,"6,968.00",722.93
SO - 0002240,7/26/2015,130,Distributor,USD,AXW291,799,25,10,"2,552.70","25,527.00","1,557.15"
SO - 0003671,7/26/2015,27,Wholesale,USD,AXW291,379,27,5,"3,343.30","16,716.50","1,370.75"
SO - 0006552,7/26/2015,148,Wholesale,USD,AXW291,374,14,9,"6,123.80","55,114.20","3,306.85"
SO - 0009408,7/26/2015,22,Wholesale,USD,FLR025,637,17,5,241.20,"1,206.00",159.19
SO - 000974,7/26/2015,118,Wholesale,USD,FLR025,786,26,10,877.70,"8,777.00",509.07
SO - 0003449,7/26/2015,165,Wholesale,USD,AXW291,444,25,5,"2,599.60","12,998.00","1,429.78"
SO - 0005103,7/26/2015,63,Wholesale,USD,NXH382,350,25,9,"3,919.50","35,275.50","2,586.87"
SO - 0007107,7/26/2015,163,Wholesale,USD,AXW291,449,17,11,"5,092.00","56,012.00","3,360.72"
SO - 0007341,7/26/2015,42,Distributor,USD,AXW291,388,6,11,"2,291.40","25,205.40","1,214.44"
SO - 0008499,7/26/2015,161,Wholesale,USD,AXW291,799,8,9,"1,051.90","9,467.10",557.51
SO - 0010166,7/26/2015,38,Wholesale,USD,NXH382,63,24,6,"1,078.70","6,472.20",431.48
SO - 0001894,7/26/2015,141,Wholesale,USD,AXW291,214,25,10,"1,092.10","10,921.00",666.18
SO - 0002180,7/26/2015,27,Export,USD,AXW291,646,13,5,"1,018.40","5,092.00",824.90
SO - 0004239,7/26/2015,153,Export,USD,AXW291,618,10,7,"3,095.40","21,667.80","2,166.78"
SO - 0005118,7/26/2015,121,Distributor,USD,AXW291,70,25,7,"5,514.10","38,598.70","2,315.92"
SO - 0005202,7/26/2015,100,Distributor,USD,NXH382,69,13,8,"5,681.60","45,452.80","2,727.17"
SO - 0008002,7/26/2015,88,Wholesale,USD,AXW291,716,14,9,"3,551.00","31,959.00","2,308.15"
SO - 0008242,7/26/2015,82,Distributor,USD,AXW291,756,20,8,"5,949.60","47,596.80","3,272.28"
SO - 000167,7/26/2015,20,Wholesale,USD,AXW291,847,4,6,"3,852.50","23,115.00","2,465.60"
SO - 000875,7/26/2015,86,Wholesale,USD,FLR025,380,4,5,194.30,971.50,137.95
SO - 0002958,7/26/2015,14,Distributor,USD,AXW291,58,15,9,"2,291.40","20,622.60","1,558.15"
SO - 0005712,7/26/2015,41,Export,USD,AXW291,162,17,11,"1,058.60","11,644.60",825.71
SO - 0005744,7/26/2015,173,Wholesale,USD,GUT930,637,14,8,"3,155.70","25,245.60","1,388.51"
SO - 0007338,7/26/2015,45,Distributor,USD,GUT930,269,15,11,"1,125.60","12,381.60",506.52
SO - 0007951,7/26/2015,123,Distributor,USD,NXH382,874,3,7,167.50,"1,172.50",135.68
SO - 0008517,7/26/2015,104,Wholesale,USD,AXW291,495,2,7,877.70,"6,143.90",526.62
SO - 0003154,7/26/2015,124,Wholesale,USD,NXH382,496,26,10,"2,465.60","24,656.00","1,972.48"
SO - 0004640,7/26/2015,30,Wholesale,USD,AXW291,360,26,10,"3,986.50","39,865.00","2,511.50"
SO - 0004996,7/26/2015,137,Export,USD,AXW291,854,25,10,"2,338.30","23,383.00","1,099.00"
SO - 0006379,7/26/2015,15,Wholesale,USD,AXW291,44,5,8,"1,038.50","8,308.00",726.95
SO - 0008336,7/26/2015,100,Distributor,USD,NXH382,641,13,8,"5,681.60","45,452.80","2,727.17"
SO - 000964,7/26/2015,50,Wholesale,USD,AXW291,809,19,10,268.00,"2,680.00",123.28
SO - 0002380,7/26/2015,74,Wholesale,USD,NXH382,90,21,7,964.80,"6,753.60",820.08
SO - 0005711,7/26/2015,175,Wholesale,USD,GUT930,836,18,9,"1,252.90","11,276.10",751.74
SO - 0010389,7/26/2015,39,Export,USD,AXW291,31,25,8,"1,849.20","14,793.60","1,553.33"
SO - 0010426,7/26/2015,33,Wholesale,USD,NXH382,573,1,7,"1,112.20","7,785.40",778.54
SO - 0001187,7/27/2015,154,Distributor,USD,AXW291,283,27,12,"1,051.90","12,622.80",831.00
SO - 0002533,7/27/2015,43,Distributor,USD,AXW291,67,13,11,"3,832.40","42,156.40","3,027.60"
SO - 0005007,7/27/2015,65,Distributor,USD,AXW291,176,22,7,"3,370.10","23,590.70","2,763.48"
SO - 0005402,7/27/2015,142,Distributor,USD,AXW291,904,25,6,"2,592.90","15,557.40","1,685.39"
SO - 0006567,7/27/2015,72,Distributor,USD,AXW291,220,21,12,"1,145.70","13,748.40",756.16
SO - 0007715,7/27/2015,170,Wholesale,USD,AXW291,689,2,10,"6,224.30","62,243.00","3,672.34"
SO - 0007926,7/27/2015,153,Wholesale,USD,AXW291,239,13,7,227.80,"1,594.60",164.02
SO - 0010771,7/27/2015,107,Distributor,USD,AXW291,148,2,12,234.50,"2,814.00",126.63
SO - 0008904,7/27/2015,139,Export,USD,GUT930,455,17,12,"6,378.40","76,540.80","3,508.12"
SO - 0008704,7/27/2015,99,Wholesale,USD,AXW291,360,3,10,"1,118.90","11,189.00",861.55
SO - 000976,7/27/2015,136,Distributor,USD,AXW291,348,4,12,"5,172.40","62,068.80","3,155.16"
SO - 0001787,7/27/2015,23,Wholesale,USD,GUT930,719,25,10,"1,058.60","10,586.00",857.47
SO - 0005022,7/27/2015,125,Wholesale,USD,GUT930,276,4,12,897.80,"10,773.60",475.83
SO - 0005962,7/27/2015,94,Wholesale,USD,AXW291,532,25,9,"5,594.50","50,350.50","4,083.99"
SO - 0006116,7/27/2015,47,Distributor,USD,AXW291,182,14,7,"2,345.00","16,415.00","1,899.45"
SO - 0006711,7/27/2015,158,Export,USD,GUT930,409,25,8,"3,886.00","31,088.00","2,331.60"
SO - 0006847,7/27/2015,13,Export,USD,AXW291,889,2,7,"2,988.20","20,917.40","2,390.56"
SO - 0007333,7/27/2015,114,Distributor,USD,GUT930,879,26,6,"1,038.50","6,231.00",768.49
SO - 0010675,7/27/2015,18,Wholesale,USD,GUT930,788,13,10,924.60,"9,246.00",499.28
SO - 0001918,7/27/2015,15,Distributor,USD,GUT930,867,13,9,"3,564.40","32,079.60","1,817.84"
SO - 0003633,7/27/2015,171,Distributor,USD,AXW291,901,26,8,790.60,"6,324.80",387.39
SO - 0004444,7/27/2015,150,Wholesale,USD,AXW291,921,5,5,"1,051.90","5,259.50",746.85
SO - 0006900,7/27/2015,105,Wholesale,USD,GUT930,680,3,6,884.40,"5,306.40",619.08
SO - 0009129,7/27/2015,74,Distributor,USD,NXH382,392,19,6,"3,872.60","23,235.60","3,059.35"
SO - 0001666,7/27/2015,110,Wholesale,USD,NXH382,992,15,11,"2,351.70","25,868.70","1,458.05"
SO - 0003827,7/27/2015,134,Export,USD,AXW291,915,29,10,"2,613.00","26,130.00","1,332.63"
SO - 0005803,7/27/2015,93,Wholesale,USD,FLR025,145,26,12,991.60,"11,899.20",565.21
SO - 0009827,7/27/2015,126,Wholesale,USD,AXW291,921,20,12,"3,986.50","47,838.00","3,229.07"
SO - 0009403,7/27/2015,73,Distributor,USD,NXH382,889,13,9,971.50,"8,743.50",709.20
SO - 0008596,7/27/2015,26,Distributor,USD,AXW291,2,15,6,"2,391.90","14,351.40","1,602.57"
SO - 0004046,7/27/2015,78,Wholesale,USD,GUT930,825,25,7,261.30,"1,829.10",193.36
SO - 0004959,7/27/2015,81,Distributor,USD,GUT930,330,14,5,"1,011.70","5,058.50",566.55
SO - 0005988,7/27/2015,18,Wholesale,USD,AXW291,561,3,9,"1,005.00","9,045.00",743.70
SO - 0007276,7/27/2015,100,Export,USD,GUT930,580,14,7,"1,755.40","12,287.80","1,299.00"
SO - 0010574,7/27/2015,6,Wholesale,USD,AXW291,567,22,5,227.80,"1,139.00",157.18
SO - 0008208,7/27/2015,36,Export,USD,GUT930,906,16,10,214.40,"2,144.00",109.34
SO - 0001352,7/27/2015,70,Wholesale,USD,AXW291,667,2,11,"1,721.90","18,940.90",792.07
SO - 0002979,7/27/2015,107,Distributor,USD,AXW291,976,30,5,"3,892.70","19,463.50","1,868.50"
SO - 0003440,7/27/2015,106,Wholesale,USD,AXW291,471,18,11,"3,651.50","40,166.50","2,117.87"
SO - 0003719,7/27/2015,22,Distributor,USD,FLR025,162,6,7,"1,855.90","12,991.30","1,447.60"
SO - 0006500,7/27/2015,61,Distributor,USD,NXH382,277,28,8,"3,591.20","28,729.60","2,082.90"
SO - 0006831,7/27/2015,170,Wholesale,USD,GUT930,314,26,5,"1,105.50","5,527.50",563.81
SO - 0008608,7/27/2015,32,Distributor,USD,GUT930,237,13,11,"4,020.00","44,220.00","3,417.00"
SO - 000523,7/28/2015,110,Distributor,USD,AXW291,799,15,11,897.80,"9,875.80",709.26
SO - 0003510,7/28/2015,128,Distributor,USD,AXW291,800,20,11,"1,085.40","11,939.40",542.70
SO - 0005221,7/28/2015,44,Wholesale,USD,AXW291,650,4,11,"1,748.70","19,235.70",699.48
SO - 0005590,7/28/2015,148,Wholesale,USD,AXW291,733,20,11,"4,013.30","44,146.30","2,528.38"
SO - 0007160,7/28/2015,113,Wholesale,USD,AXW291,28,26,12,"3,906.10","46,873.20","2,968.64"
SO - 0007267,7/28/2015,55,Distributor,USD,AXW291,217,14,10,"1,695.10","16,951.00","1,440.84"
SO - 0009972,7/28/2015,171,Wholesale,USD,AXW291,387,28,8,"2,525.90","20,207.20","2,020.72"
SO - 0010264,7/28/2015,100,Distributor,USD,NXH382,837,25,8,"1,768.80","14,150.40","1,468.10"
SO - 0008153,7/28/2015,52,Distributor,USD,GUT930,32,30,5,"2,398.60","11,993.00","1,199.30"
SO - 0008346,7/28/2015,106,Wholesale,USD,AXW291,501,5,10,"1,051.90","10,519.00",641.66
SO - 000155,7/28/2015,89,Wholesale,USD,FLR025,888,4,10,"2,257.90","22,579.00","1,377.32"
SO - 0002875,7/28/2015,126,Distributor,USD,FLR025,501,2,7,174.20,"1,219.40",104.52
SO - 0003704,7/28/2015,60,Distributor,USD,GUT930,768,18,11,"6,559.30","72,152.30","3,345.24"
SO - 0003854,7/28/2015,14,Export,USD,FLR025,349,2,9,"1,005.00","9,045.00",814.05
SO - 0005210,7/28/2015,167,Distributor,USD,GUT930,397,14,11,"1,118.90","12,307.90",637.77
SO - 0006083,7/28/2015,109,Export,USD,NXH382,83,20,12,"6,365.00","76,380.00","4,582.80"
SO - 0006263,7/28/2015,121,Wholesale,USD,NXH382,977,15,10,"2,405.30","24,053.00","1,635.60"
SO - 0009372,7/28/2015,31,Wholesale,USD,AXW291,119,26,9,"2,338.30","21,044.70","1,286.07"
SO - 000324,7/28/2015,5,Wholesale,USD,NXH382,147,14,10,"1,956.40","19,564.00","1,330.35"
SO - 0001462,7/28/2015,102,Distributor,USD,AXW291,921,14,5,"5,038.40","25,192.00","2,720.74"
SO - 0002594,7/28/2015,72,Wholesale,USD,AXW291,439,26,8,"1,701.80","13,614.40","1,140.21"
SO - 0003892,7/28/2015,67,Distributor,USD,AXW291,34,1,7,"1,916.20","13,413.40",804.80
SO - 0006454,7/28/2015,121,Wholesale,USD,AXW291,770,17,6,"1,105.50","6,633.00",519.59
SO - 0010459,7/28/2015,18,Wholesale,USD,AXW291,187,1,10,"1,226.10","12,261.00",674.36
SO - 0010109,7/28/2015,1,Wholesale,USD,GUT930,486,17,12,683.40,"8,200.80",492.05
SO - 0010442,7/28/2015,150,Wholesale,USD,NXH382,640,18,9,"1,085.40","9,768.60",510.14
SO - 0009131,7/28/2015,109,Export,USD,GUT930,942,3,7,"1,715.20","12,006.40","1,200.64"
SO - 000182,7/28/2015,109,Wholesale,USD,GUT930,915,16,5,167.50,837.50,90.45
SO - 0001589,7/28/2015,60,Wholesale,USD,GUT930,783,23,12,"5,641.40","67,696.80","4,343.88"
SO - 0002595,7/28/2015,48,Wholesale,USD,NXH382,514,10,11,"3,470.60","38,176.60","2,845.89"
SO - 0003053,7/28/2015,15,Distributor,USD,AXW291,265,13,7,844.20,"5,909.40",354.56
SO - 0004079,7/28/2015,147,Wholesale,USD,FLR025,388,13,8,703.50,"5,628.00",302.51
SO - 0004976,7/28/2015,104,Wholesale,USD,NXH382,340,5,10,"1,675.00","16,750.00","1,155.75"
SO - 0005569,7/28/2015,134,Wholesale,USD,GUT930,204,7,12,"2,592.90","31,114.80","1,166.81"
SO - 0006039,7/28/2015,68,Wholesale,USD,GUT930,394,5,7,"3,343.30","23,403.10","2,407.18"
SO - 0006935,7/28/2015,131,Wholesale,USD,GUT930,663,24,7,"6,492.30","45,446.10","4,869.23"
SO - 0010317,7/28/2015,144,Distributor,USD,AXW291,759,13,9,268.00,"2,412.00",222.44
SO - 0010169,7/28/2015,147,Wholesale,USD,NXH382,435,1,11,"2,666.60","29,332.60","1,786.62"
SO - 0002404,7/28/2015,27,Wholesale,USD,AXW291,457,2,9,"6,157.30","55,415.70","4,802.69"
SO - 0006824,7/28/2015,33,Wholesale,USD,NXH382,440,26,8,"2,358.40","18,867.20","1,108.45"
SO - 0007412,7/28/2015,76,Wholesale,USD,GUT930,780,1,12,"2,452.20","29,426.40","1,814.63"
SO - 0008790,7/28/2015,19,Export,USD,AXW291,575,7,12,"2,385.20","28,622.40","1,025.64"
SO - 0009832,7/28/2015,105,Wholesale,USD,GUT930,676,13,6,268.00,"1,608.00",227.80
SO - 000861,7/28/2015,146,Wholesale,USD,NXH382,114,9,7,"5,339.90","37,379.30","2,830.15"
SO - 0003029,7/28/2015,140,Distributor,USD,NXH382,25,16,11,"1,929.60","21,225.60","1,022.69"
SO - 0004640,7/28/2015,30,Wholesale,USD,AXW291,325,26,10,"3,986.50","39,865.00","2,511.50"
SO - 0004952,7/28/2015,11,Wholesale,USD,GUT930,263,19,10,"1,929.60","19,296.00","1,254.24"
SO - 0005365,7/28/2015,161,Wholesale,USD,AXW291,113,8,9,"1,051.90","9,467.10",557.51
SO - 0008905,7/28/2015,43,Wholesale,USD,GUT930,11,2,7,"1,092.10","7,644.70",589.73
SO - 000785,7/29/2015,70,Wholesale,USD,AXW291,670,29,8,"3,363.40","26,907.20","1,681.70"
SO - 0003839,7/29/2015,19,Distributor,USD,AXW291,555,27,12,"1,058.60","12,703.20",497.54
SO - 0003845,7/29/2015,61,Export,USD,AXW291,476,14,6,"1,319.90","7,919.40",725.95
SO - 0006722,7/29/2015,105,Wholesale,USD,AXW291,432,15,11,"3,939.60","43,335.60","2,718.32"
SO - 0008681,7/29/2015,58,Wholesale,USD,NXH382,103,14,10,"2,619.70","26,197.00","1,859.99"
SO - 0008459,7/29/2015,105,Export,USD,AXW291,418,26,9,"1,112.20","10,009.80",633.95
SO - 0008578,7/29/2015,73,Distributor,USD,AXW291,683,20,7,"4,013.30","28,093.10","2,809.31"
SO - 000116,7/29/2015,110,Wholesale,USD,FLR025,669,29,10,"1,112.20","11,122.00",700.69
SO - 000892,7/29/2015,37,Wholesale,USD,FLR025,45,3,11,"3,162.40","34,786.40","2,023.94"
SO - 0001989,7/29/2015,115,Wholesale,USD,AXW291,869,26,7,"5,721.80","40,052.60","4,176.91"
SO - 0002980,7/29/2015,107,Distributor,USD,AXW291,731,10,11,984.90,"10,833.90",778.07
SO - 0003676,7/29/2015,21,Export,USD,GUT930,550,5,5,"3,423.70","17,118.50","2,191.17"
SO - 0003749,7/29/2015,50,Distributor,USD,AXW291,577,26,10,"1,748.70","17,487.00","1,346.50"
SO - 0006744,7/29/2015,96,Distributor,USD,FLR025,988,1,9,"5,025.00","45,225.00","3,567.75"
SO - 0006941,7/29/2015,20,Wholesale,USD,AXW291,460,14,6,"2,633.10","15,798.60","1,079.57"
SO - 0007932,7/29/2015,92,Wholesale,USD,NXH382,125,4,6,268.00,"1,608.00",219.76
SO - 0009969,7/29/2015,174,Export,USD,AXW291,386,30,9,"3,973.10","35,757.90","2,661.98"
SO - 000849,7/29/2015,56,Wholesale,USD,AXW291,44,20,8,254.60,"2,036.80",165.49
SO - 0001762,7/29/2015,32,Distributor,USD,NXH382,129,5,7,"1,319.90","9,239.30",963.53
SO - 0002705,7/29/2015,40,Wholesale,USD,AXW291,147,26,7,"1,112.20","7,785.40",544.98
SO - 0006633,7/29/2015,60,Export,USD,AXW291,953,16,10,"3,966.40","39,664.00","2,102.19"
SO - 0006866,7/29/2015,18,Distributor,USD,NXH382,873,2,7,261.30,"1,829.10",209.04
SO - 0003857,7/29/2015,128,Wholesale,USD,AXW291,252,15,8,"3,852.50","30,820.00","3,236.10"
SO - 0008180,7/29/2015,43,Wholesale,USD,AXW291,157,15,8,"2,391.90","19,135.20","1,841.76"
SO - 0009294,7/29/2015,38,Export,USD,AXW291,35,13,9,"1,092.10","9,828.90",688.02
SO - 0009814,7/29/2015,128,Wholesale,USD,FLR025,563,25,8,743.70,"5,949.60",312.35
SO - 000190,7/29/2015,106,Wholesale,USD,GUT930,670,15,9,924.60,"8,321.40",545.51
SO - 000785,7/29/2015,70,Wholesale,USD,AXW291,683,29,8,"3,363.40","26,907.20","1,681.70"
SO - 0001069,7/29/2015,1,Wholesale,USD,AXW291,327,26,12,"6,344.90","76,138.80","3,235.90"
SO - 0005636,7/29/2015,150,Wholesale,USD,NXH382,296,11,12,931.30,"11,175.60",540.15
SO - 0010302,7/29/2015,162,Wholesale,USD,AXW291,887,15,10,167.50,"1,675.00",137.35
SO - 0006003,7/29/2015,3,Distributor,USD,AXW291,46,25,6,"1,949.70","11,698.20","1,559.76"
SO - 0006494,7/29/2015,140,Wholesale,USD,GUT930,460,7,12,"1,762.10","21,145.20",757.70
SO - 0009595,7/29/2015,145,Wholesale,USD,AXW291,512,17,12,"1,118.90","13,426.80",447.56
SO - 0009388,7/29/2015,27,Wholesale,USD,AXW291,639,28,12,"1,802.30","21,627.60","1,189.52"
SO - 0009366,7/29/2015,111,Distributor,USD,GUT930,839,3,6,"3,912.80","23,476.80","1,604.25"
SO - 000174,7/30/2015,108,Distributor,USD,AXW291,176,4,10,"2,659.90","26,599.00","2,154.52"
SO - 000482,7/30/2015,93,Wholesale,USD,AXW291,303,2,6,864.30,"5,185.80",726.01
SO - 0001347,7/30/2015,147,Export,USD,AXW291,720,14,11,877.70,"9,654.70",465.18
SO - 0001970,7/30/2015,17,Wholesale,USD,AXW291,492,7,7,"5,165.70","36,159.90","2,066.28"
SO - 0002594,7/30/2015,72,Wholesale,USD,AXW291,781,26,8,"1,701.80","13,614.40","1,140.21"
SO - 0003621,7/30/2015,154,Wholesale,USD,AXW291,42,13,9,"3,852.50","34,672.50","2,465.60"
SO - 0003712,7/30/2015,46,Wholesale,USD,AXW291,76,15,11,"3,966.40","43,630.40","2,221.18"
SO - 0006706,7/30/2015,84,Export,USD,AXW291,987,14,11,"2,003.30","22,036.30","1,121.85"
SO - 0010667,7/30/2015,117,Wholesale,USD,AXW291,869,4,6,"2,371.80","14,230.80","1,209.62"
SO - 0001499,7/30/2015,117,Wholesale,USD,AXW291,276,15,8,234.50,"1,876.00",171.19
SO - 0004435,7/30/2015,49,Distributor,USD,GUT930,110,1,11,"1,098.80","12,086.80",571.38
SO - 0004588,7/30/2015,13,Wholesale,USD,GUT930,914,5,8,"5,701.70","45,613.60","3,763.12"
SO - 0006963,7/30/2015,144,Wholesale,USD,AXW291,258,19,6,"6,398.50","38,391.00","4,606.92"
SO - 0007515,7/30/2015,148,Wholesale,USD,FLR025,875,2,6,"1,782.20","10,693.20","1,051.50"
SO - 0001067,7/30/2015,95,Distributor,USD,AXW291,282,25,7,"2,458.90","17,212.30","1,819.59"
SO - 0001329,7/30/2015,170,Wholesale,USD,NXH382,709,5,5,"3,932.90","19,664.50","1,691.15"
SO - 0002156,7/30/2015,174,Wholesale,USD,AXW291,184,15,7,268.00,"1,876.00",222.44
SO - 0004509,7/30/2015,90,Wholesale,USD,NXH382,421,6,6,"3,510.80","21,064.80","1,790.51"
SO - 0005148,7/30/2015,47,Export,USD,GUT930,925,26,6,"6,130.50","36,783.00","3,310.47"
SO - 0005592,7/30/2015,105,Wholesale,USD,AXW291,185,4,9,"1,098.80","9,889.20",922.99
SO - 0006724,7/30/2015,163,Export,USD,AXW291,778,4,8,"1,132.30","9,058.40",917.16
SO - 0008082,7/30/2015,31,Distributor,USD,NXH382,831,25,11,"1,835.80","20,193.80","1,303.42"
SO - 0001071,7/30/2015,160,Export,USD,NXH382,335,13,10,"1,112.20","11,122.00",500.49
SO - 0002275,7/30/2015,70,Distributor,USD,GUT930,285,14,12,"3,926.20","47,114.40","1,806.05"
SO - 0005335,7/30/2015,43,Export,USD,AXW291,762,24,9,"1,065.30","9,587.70",692.45
SO - 0005692,7/30/2015,106,Wholesale,USD,GUT930,278,2,5,"3,504.10","17,520.50","2,417.83"
SO - 0006492,7/30/2015,116,Distributor,USD,NXH382,74,13,11,201.00,"2,211.00",150.75
SO - 0006742,7/30/2015,71,Distributor,USD,FLR025,116,5,12,"2,231.10","26,773.20","1,762.57"
SO - 0007443,7/30/2015,156,Wholesale,USD,AXW291,390,8,5,"2,800.60","14,003.00","2,380.51"
SO - 0007955,7/30/2015,41,Wholesale,USD,AXW291,297,27,10,174.20,"1,742.00",85.36
SO - 0009563,7/30/2015,166,Wholesale,USD,AXW291,571,25,7,"1,159.10","8,113.70",672.28
SO - 0009471,7/30/2015,42,Wholesale,USD,GUT930,197,15,5,268.00,"1,340.00",160.80
SO - 0002131,7/30/2015,134,Distributor,USD,AXW291,657,3,11,"1,025.10","11,276.10",768.83
SO - 0004193,7/30/2015,14,Export,USD,GUT930,207,1,6,"2,941.30","17,647.80","1,676.54"
SO - 0004582,7/30/2015,41,Distributor,USD,AXW291,949,26,9,"2,485.70","22,371.30","1,093.71"
SO - 0005039,7/30/2015,50,Wholesale,USD,AXW291,981,28,12,"3,879.30","46,551.60","1,551.72"
SO - 0006039,7/30/2015,68,Wholesale,USD,GUT930,762,5,7,"3,343.30","23,403.10","2,407.18"
SO - 0008605,7/30/2015,53,Export,USD,GUT930,729,23,9,"6,438.70","57,948.30","4,185.16"
SO - 0010422,7/30/2015,41,Wholesale,USD,AXW291,99,6,6,"1,943.00","11,658.00",893.78
SO - 0009703,7/30/2015,103,Export,USD,NXH382,633,5,9,884.40,"7,959.60",353.76
SO - 0001266,7/30/2015,51,Distributor,USD,AXW291,801,3,10,241.20,"2,412.00",156.78
SO - 0002452,7/30/2015,98,Wholesale,USD,AXW291,896,13,5,"1,132.30","5,661.50",871.87
SO - 0003065,7/30/2015,172,Wholesale,USD,FLR025,986,15,5,"3,658.20","18,291.00","2,780.23"
SO - 0006222,7/30/2015,90,Export,USD,AXW291,20,29,12,"3,912.80","46,953.60","1,995.53"
SO - 0006417,7/30/2015,48,Wholesale,USD,AXW291,720,26,6,"2,371.80","14,230.80","1,778.85"
SO - 0007280,7/30/2015,100,Distributor,USD,FLR025,181,19,9,"2,505.80","22,552.20","1,779.12"
SO - 0008616,7/30/2015,41,Wholesale,USD,GUT930,281,26,10,"6,023.30","60,233.00","4,517.48"
SO - 0010232,7/30/2015,36,Wholesale,USD,AXW291,986,6,6,"1,139.00","6,834.00",865.64
SO - 000338,7/31/2015,27,Wholesale,USD,AXW291,524,26,8,"1,755.40","14,043.20",930.36
SO - 000382,7/31/2015,133,Distributor,USD,AXW291,875,15,6,"3,959.70","23,758.20","2,573.81"
SO - 0003110,7/31/2015,127,Wholesale,USD,AXW291,127,26,7,964.80,"6,753.60",569.23
SO - 0005557,7/31/2015,161,Wholesale,USD,AXW291,894,25,11,683.40,"7,517.40",314.36
SO - 0007065,7/31/2015,79,Wholesale,USD,AXW291,721,16,11,247.90,"2,726.90",195.84
SO - 0007984,7/31/2015,89,Wholesale,USD,AXW291,764,3,12,"3,899.40","46,792.80","1,949.70"
SO - 0008777,7/31/2015,39,Distributor,USD,GUT930,258,20,6,167.50,"1,005.00",87.10
SO - 0009638,7/31/2015,76,Wholesale,USD,AXW291,355,12,9,"2,807.30","25,265.70","2,049.33"
SO - 000763,7/31/2015,53,Wholesale,USD,GUT930,42,25,5,857.60,"4,288.00",591.74
SO - 0001711,7/31/2015,35,Export,USD,NXH382,985,25,7,"1,038.50","7,269.50",768.49
SO - 0002605,7/31/2015,115,Distributor,USD,GUT930,316,15,9,247.90,"2,231.10",153.70
SO - 0003192,7/31/2015,157,Distributor,USD,NXH382,254,5,8,214.40,"1,715.20",150.08
SO - 0006513,7/31/2015,63,Distributor,USD,GUT930,366,14,10,"1,072.00","10,720.00",718.24
